file_path,releaseId,sbom_deps,graph_deps,dependencies_match
sbom/org/janusgraph/example-hbase/1.0.1-20240806-071648.ba2d662/example-hbase-1.0.1-20240806-071648.ba2d662-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240806-071648.ba2d662,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240625-141312.d255396/example-hbase-1.1.0-20240625-141312.d255396-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240625-141312.d255396,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240625-141312.d255396/example-hbase-1.1.0-20240625-141312.d255396-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240625-141312.d255396,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240416-160726.5540ce1/example-hbase-1.1.0-20240416-160726.5540ce1-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240416-160726.5540ce1,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240416-160726.5540ce1/example-hbase-1.1.0-20240416-160726.5540ce1-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240416-160726.5540ce1,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240611-140316.e30b4d6/example-hbase-1.1.0-20240611-140316.e30b4d6-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240611-140316.e30b4d6,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240611-140316.e30b4d6/example-hbase-1.1.0-20240611-140316.e30b4d6-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240611-140316.e30b4d6,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240514-123630.b4803a1/example-hbase-1.0.1-20240514-123630.b4803a1-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240514-123630.b4803a1,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240514-123630.b4803a1/example-hbase-1.0.1-20240514-123630.b4803a1-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240514-123630.b4803a1,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240501-031833.75b0bb7/example-hbase-1.0.1-20240501-031833.75b0bb7-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240501-031833.75b0bb7,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240501-031833.75b0bb7/example-hbase-1.0.1-20240501-031833.75b0bb7-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240501-031833.75b0bb7,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240607-090533.3c69598/example-hbase-1.0.1-20240607-090533.3c69598-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240607-090533.3c69598,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240607-090533.3c69598/example-hbase-1.0.1-20240607-090533.3c69598-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240607-090533.3c69598,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240523-070044.2d6ea4d/example-hbase-1.0.1-20240523-070044.2d6ea4d-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240523-070044.2d6ea4d,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240523-070044.2d6ea4d/example-hbase-1.0.1-20240523-070044.2d6ea4d-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240523-070044.2d6ea4d,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240822-104134.2a48c3b/example-hbase-1.0.1-20240822-104134.2a48c3b-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240822-104134.2a48c3b,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240822-104134.2a48c3b/example-hbase-1.0.1-20240822-104134.2a48c3b-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240822-104134.2a48c3b,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240722-141328.4ac4b74/example-hbase-1.1.0-20240722-141328.4ac4b74-cyclonedx.xml,org.janusgraph:example-hbase:1.1.0-20240722-141328.4ac4b74,6,6,True
sbom/org/janusgraph/example-hbase/1.1.0-20240722-141328.4ac4b74/example-hbase-1.1.0-20240722-141328.4ac4b74-cyclonedx.json,org.janusgraph:example-hbase:1.1.0-20240722-141328.4ac4b74,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240531-135504.2afd71e/example-hbase-1.0.1-20240531-135504.2afd71e-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240531-135504.2afd71e,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240531-135504.2afd71e/example-hbase-1.0.1-20240531-135504.2afd71e-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240531-135504.2afd71e,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240815-145505.7882861/example-hbase-1.0.1-20240815-145505.7882861-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240815-145505.7882861,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240815-145505.7882861/example-hbase-1.0.1-20240815-145505.7882861-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240815-145505.7882861,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240816-102808.ab4d9e2/example-hbase-1.0.1-20240816-102808.ab4d9e2-cyclonedx.json,org.janusgraph:example-hbase:1.0.1-20240816-102808.ab4d9e2,6,6,True
sbom/org/janusgraph/example-hbase/1.0.1-20240816-102808.ab4d9e2/example-hbase-1.0.1-20240816-102808.ab4d9e2-cyclonedx.xml,org.janusgraph:example-hbase:1.0.1-20240816-102808.ab4d9e2,6,6,True
